"Architecture","Dedicated","Direct_X","Integrated","L2_Cache","Manufacturer","Memory_Bandwidth","Memory_Bus","Memory_Speed","Memory_Type","Name","Notebook_GPU","Open_GL","Release_Date","Resolution_WxH","SLI_Crossfire","Shader"
"G92 ","Yes","DX 10","No",0,"Nvidia",51.2,256,800,"GDDR3","Quadro FX 3700","No","3.3","
08-Jan-2008 ","2560x1600","No","4"
"G71GL ","Yes","DX 9.0c","No",0,"Nvidia",42.2,256,660,"GDDR3","Quadro FX 3500","No","2","
20-Apr-2006 ","2560x1600","Yes","3"
"G80GL ","Yes","DX 10","No",0,"Nvidia",67.2,384,700,"GDDR3","Quadro FX 4600","No","3.3","
05-Mar-2007 ","2560x1600","No","4"
"NV45GL ","Yes","DX 9.0c","No",0,"Nvidia",28.8,256,450,"GDDR3","Quadro FX 3400","No","2","
28-Jun-2004 ","2560x1600","No","3"
"G84GL ","Yes","DX 10","No",0,"Nvidia",12.8,128,400,"DDR2","Quadro FX 1700","No","2.1","
12-Sep-2007 ","2560x1600","No","4"
"G84 GL ","Yes","DX 10","No",0,"Nvidia",12.8,128,400,"DDR2","Quadro FX 570","No","3.3","
12-Jan-2007 ","2560x1600","No","4"
"NV41GL ","Yes","DX 9.0c","No",0,"Nvidia",9.6,256,300,"DDR","Quadro FX 1400","No","2","
09-Aug-2004 ","2560x1600","Yes","3"
"G94 ","Yes","DX 10","No",0,"Nvidia",38.4,192,800,"GDDR3","Quadro FX 1800","No","3","
19-Nov-2011 ","2560x1600","No","4"
"Terascale 2 Caicos PRO ","Yes","DX 11.0","No",128,"AMD",10.7,64,667,"GDDR3","Radeon HD 6450 v3 Sapphire 1GB Edition","No","4.3","
19-Apr-2011 ","2560x1600","No","5"
"NV35GL ","Yes","DX 9.0b","No",0,"Nvidia",13.6,256,425,"DDR","Quadro FX 3000","No","2","
22-Jul-2003 ","2560x1600","No","3"
"NV38GL ","Yes","DX 9.0b","No",0,"Nvidia",8.8,256,275,"DDR","Quadro FX 1300","No","2","
28-Jun-2004 ","2560x1600","No","3"
"NV30GL ","Yes","DX 9.0b","No",0,"Nvidia",9.6,128,300,"DDR2","Quadro FX 1000","No","2","
21-Jan-2003 ","2560x1600","No","3"
"NV30GL ","Yes","DX 9.0b","No",0,"Nvidia",5.2,128,325,"DDR","Quadro FX 1100","No","2","
03-Dec-2003 ","2560x1600","No","3"
"Hemlock XT ","Yes","DX 11","No",2,"AMD",256,256,1000,"GDDR5","Radeon HD 5970 Eyefinity","No","3.2","
18-Nov-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress XT ","Yes","DX 11.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 5870 MSI Lightning Edition","No","4.3","
23-Feb-2010 ","2560x1600","Yes","5"
"Hemlock XT ","Yes","DX 11","No",0,"AMD",256,512,1000,"GDDR5","Radeon HD 5970","No","3.2","
18-Nov-2009 ","2560x1600","Yes","5"
"Hemlock XT ","Yes","DX 11","No",2,"AMD",512,512,1000,"GDDR5","Radeon HD 5970 Crossfire","No","3.2","
01-Nov-2009 ","2560x1600","Yes","5"
"Evergreen Cypress XT ","Yes","DX 11","No",2,"AMD",307.2,256,1200,"GDDR5","Radeon HD 5870 Crossfire","No","3.2","
18-Sep-2009 ","2560x1600","Yes","5"
"G71GL ","Yes","DX 9.0c","No",0,"Nvidia",40,256,625,"GDDR3","Quadro FX 1500","No","2","
20-Apr-2006 ","2560x1600","No","3"
"Terascale 2 Cypress XT ","Yes","DX 11.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 5870 Asus v2 1GB Edition","No","4.3","
12-May-2010 ","2560x1600","Yes","5"
"Terascale 2 Cypress XT ","Yes","DX 11.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 5870 2048MB","No","4.3","
01-Sep-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",144,256,1125,"GDDR5","Radeon HD 5850 XFX Black 1GB Edition","No","4.3","
13-Apr-2010 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 5850 PowerColor PCS+ 1GB Edition","No","4.3","
01-Jan-2010 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",134.4,256,1050,"GDDR5","Radeon HD 5850 Sapphire Vapor-X 1GB Edition","No","4.3","
30-Sep-2009 ","2560x1600","Yes","5"
"GT200b GL ","Yes","DX 10","No",0,"Nvidia",76.8,384,800,"GDDR3","Quadro FX 4800","No","3.1","
08-Nov-2011 ","2560x1600","No","4"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 5850 MSI Twin Frozr II 1GB Edition","No","4.3","
30-Sep-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress XT ","Yes","DX 11.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 5870 1024MB","No","4.3","
23-Sep-2009 ","2560x1600","Yes","5"
"Evergreen Cypress LE ","Yes","DX 11","No",0,"AMD",128,256,1000,"GDDR5","Radeon HD 5830","No","3.2","
01-Feb-2010 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 5770 Sapphire Vapor-X Edition","No","4.3","
13-Oct-2009 ","2560x1600","Yes","5"
"Evergreen Cypress PRO ","Yes","DX 11","No",2,"AMD",256,256,1000,"GDDR5","Radeon HD 5850 Crossfire","No","3.2","
18-Sep-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 5850 Gigabyte OC 1GB Edition","No","4.3","
01-Apr-2010 ","2560x1600","Yes","5"
"Juniper XT ","Yes","DX 11","No",2,"AMD",153.6,128,1200,"GDDR5","Radeon HD 5770 Crossfire","No","4.2","
01-Oct-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 5850 2048MB","No","4.3","
30-Sep-2009 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 5770 Sapphire 1GB Edition","No","4.3","
13-Oct-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",144,256,1125,"GDDR5","Radeon HD 5850 HIS iCooler V Turbo 1GB Edition","No","4.3","
30-Sep-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 5850 1024MB","No","4.3","
30-Sep-2009 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 5770 Club 3D Edition","No","4.3","
01-Nov-2009 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 5770 Asus v2 Edition","No","4.3","
01-Nov-2009 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 5770 MSI Hawk Edition","No","4.3","
16-Dec-2009 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 5770 512MB","No","4.3","
01-Oct-2009 ","2560x1600","Yes","5"
"Terascale 2 Cypress PRO ","Yes","DX 11.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 5850 PowerColor 1GB Edition","No","4.3","
01-Sep-2010 ","2560x1600","Yes","5"
"Evergreen Juniper XT ","Yes","DX 11","No",2,"AMD",153.6,128,1200,"GDDR5","Radeon HD 5770 Club 3D Edition CrossFire","No","3.2","
01-Nov-2009 ","2560x1600","Yes","5"
"Terascale 2 Redwood XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 5670 Sapphire 1GB GDDR5","No","4.3","
01-Dec-2009 ","2560x1600","Yes","5"
"Evergreen Juniper PRO ","Yes","DX 11","No",0,"AMD",73.6,128,1150,"GDDR5","Radeon HD 5750 512MB","No","3.2","
01-Oct-2009 ","2560x1600","Yes","5"
"Terascale 2 Redwood XT ","Yes","DX 11.0","No",256,"AMD",60.8,128,950,"GDDR5","Radeon HD 5670 MSI 1GB OC Edition","No","4.3","
01-Jan-2010 ","2560x1600","Yes","5"
"Evergreen Juniper PRO ","Yes","DX 11","No",0,"AMD",73.6,128,1150,"GDDR5","Radeon HD 5750 1024MB","No","3.2","
01-Oct-2009 ","2560x1600","Yes","5"
"Terascale 2 Juniper XT ","Yes","DX 11.0","No",256,"AMD",76.8,128,1200,"GDDR5","Radeon HD 5770 1024MB","No","4.3","
01-Oct-2009 ","2560x1600","Yes","5"
"Terascale 2 Redwood XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 5670 Gigabyte 1GB OC Edition","No","4.3","
01-Jan-2010 ","2560x1600","Yes","5"
"Evergreen Redwood XT ","Yes","DX 11","No",0,"AMD",25.6,128,800,"DDR3","Radeon HD 5670 1GB DDR3","No","3.2","
01-Jan-2010 ","2560x1600","Yes","5"
"Evergreen Redwood PRO ","Yes","DX 11","No",0,"AMD",25.6,128,800,"DDR3","Radeon HD 5570 XFX 1GB Edition","No","3.2","
01-Feb-2010 ","2560x1600","Yes","5"
"Terascale 2 Redwood XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 5670 1024MB","No","4.3","
14-Jan-2010 ","2560x1600","Yes","5"
"Terascale 2 Redwood XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 5670 Asus 1GB Edition","No","4.3","
14-Jan-2010 ","2560x1600","Yes","5"
"Evergreen Redwood XT ","Yes","DX 11","No",0,"AMD",25.6,128,800,"DDR3","Radeon HD 5670 1GB DDR3 Sapphire Edition","No","3.2","
14-Jan-2010 ","2560x1600","Yes","5"
"Evergreen Redwood PRO ","Yes","DX 11","No",0,"AMD",28.8,128,900,"DDR3","Radeon HD 5570 512MB","No","3.2","
09-Feb-2010 ","2560x1600","Yes","5"
"Evergreen Redwood PRO ","Yes","DX 11","No",0,"AMD",25.6,128,800,"DDR3","Radeon HD 5570 XFX Eyefinity X 2GB Edition","No","3.2","
01-Jul-2010 ","2560x1600","Yes","5"
"Evergreen Redwood XT ","Yes","DX 11","No",0,"AMD",64,128,1000,"GDDR5","Radeon HD 5670 512MB","No","3.2","
14-Jan-2010 ","2560x1600","Yes","5"
"Terascale 2 Redwood XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 5670 Diamond 1GB GDDR5","No","4.3","
01-Feb-2010 ","2560x1600","Yes","5"
"Evergreen Redwood PRO ","Yes","DX 11","No",0,"AMD",28.8,128,900,"DDR3","Radeon HD 5570 1024MB","No","3.2","
09-Feb-2010 ","2560x1600","Yes","5"
"Terascale 2 Cedar PRO ","Yes","DX 11","No",128,"AMD",10.7,64,667,"DDR3","Radeon HD 5450 Sapphire 1GB DDR3 Edition","No","3.2","
01-Aug-2012 ","2560x1600","Yes","5"
"Terascale 2 Cedar PRO ","Yes","DX 11","No",128,"AMD",7.2,64,450,"DDR3","Radeon HD 5450 Asus Silent 1GB Edition","No","3.2","
01-Mar-2010 ","2560x1600","Yes","5"
"Terascale 2 Cedar PRO ","Yes","DX 11","No",128,"AMD",6.4,64,400,"DDR3","Radeon HD 5450 256MB","No","3.2","
04-Feb-2010 ","2560x1600","Yes","5"
"Evergreen Redwood LE ","Yes","DX 11","No",0,"AMD",64,128,1000,"GDDR5","Radeon HD 5550 1024MB","No","3.2","
09-Feb-2010 ","2560x1600","Yes","5"
"Evergreen Redwood LE ","Yes","DX 11","No",0,"AMD",64,128,1000,"GDDR5","Radeon HD 5550 512MB","No","3.2","
09-Feb-2010 ","2560x1600","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 VTX3D 3GB Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"Terascale 2 Cedar PRO ","Yes","DX 11","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 5450 Gigabyte OC 512MB Edition","No","3.2","
01-Aug-2012 ","2560x1600","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 PowerColor OC Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"Terascale 2 Cedar PRO ","Yes","DX 11","No",128,"AMD",6.4,64,400,"DDR3","Radeon HD 5450 2GB","No","3.2","
04-Feb-2010 ","2560x1600","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",273.6,384,1425,"GDDR5","Radeon HD 7970 VTX3D X 3GB Edition","No","4.4","
09-Jan-2012 ","4096x2160","Yes","5"
"Terascale 2 Cedar PRO ","Yes","DX 11","No",128,"AMD",6.4,64,400,"DDR3","Radeon HD 5450 512MB","No","3.2","
04-Feb-2010 ","2560x1600","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",273.6,384,1425,"GDDR5","Radeon HD 7970 OC Sapphire Edition","No","4.4","
01-Mar-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",273.6,384,1425,"GDDR5","Radeon HD 7970 PCS+ VORTEXII Edition","No","4.4","
01-Apr-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",273.6,384,1425,"GDDR5","Radeon HD 7970 PowerColor LCS 3GB Edition","No","4.4","
01-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 GigaByte SOC Edition","No","4.4","
01-Jun-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 MSI OC Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz Toxic 6GB Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 HIS IceQ X² Edition","No","4.4","
01-May-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz Vapor-X 3GB","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz XFX Double D Edition","No","4.4","
01-Sep-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz Vapor-X 6GB Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 OC GigaByte Edition","No","4.4","
12-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz WindForce 3X OC Edition","No","4.4","
01-Oct-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz HIS IceQ 3GB Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz MSI Lightning BE 3GB Edition","No","4.4","
05-Mar-2013 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 GHz Edition","No","4.4","
22-Jun-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",268.8,384,1400,"GDDR5","Radeon HD 7970 Lightning Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",268.8,384,1400,"GDDR5","Radeon HD 7970 DirectCU II TOP Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 DirectCU II Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",288,384,1500,"GDDR5","Radeon HD 7970 Club3D royalAce Edition","No","4.4","
01-Sep-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970 Asus Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7970","No","4.4","
29-Dec-2011 ","4096x2160","Yes","5"
"GCN 1.0 Malta ","Yes","DX 12.0","No",7682,"AMD",633.6,384,1650,"GDDR5","Radeon HD 7970 Asus ARES II Edition","No","4.4","
01-Jan-2013 ","2560x1600","Yes","5"
"GCN 1.0 Tahiti XT2 ","Yes","DX 12.0","No",768,"AMD",316.8,384,1650,"GDDR5","Radeon HD 7970 GHz Matrix Platinum Edition","No","4.4","
01-Oct-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti XT (x2) ","Yes","DX 12.0","No",7682,"AMD",528,384,1375,"GDDR5","Radeon HD 7970 Crossfire","No","4.4","
01-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Sapphire OC 3GB Edition","No","4.4","
03-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Vapor-X OC Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO2 ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 WindForce Boost Edition","No","4.4","
01-Oct-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Sapphire OC 3GB 950MHz Edition","No","4.4","
03-May-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO2 ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 VTX3D 3GB Boost X-Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 PowerColor PCS+ Edition","No","4.4","
01-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Sapphire FleX 3GB Edition ","No","4.4","
15-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO2 ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Sapphire 3GB Boost Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 MSI TwinFrozr Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.1 Tahiti PRO2 (x2) ","Yes","DX 11.2","No",7682,"AMD",480,384,1250,"GDDR5","Radeon HD 7950 MSI TwinFrozr Boost Edition Crossfire","No","4.2","
10-Oct-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 MSI OC Black Edition ","No","4.4","
10-Oct-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO2 ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 MSI TwinFrozr Boost Edition","No","4.4","
10-Oct-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7950 XFX Double D 3GB Edition","No","4.4","
05-Apr-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 IceQ 3GB Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 IceQ Turbo 3GB Edition","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Double D Edition","No","4.4","
01-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO (x2) ","Yes","DX 12.0","No",7682,"AMD",480,384,1250,"GDDR5","Radeon HD 7950 Gigabyte WindForce Edition Crossfire","No","4.4","
01-Jun-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Gigabyte WindForce Edition","No","4.4","
01-Jun-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",264,384,1375,"GDDR5","Radeon HD 7950 Double D Black Edition","No","4.4","
01-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 DirectCU II TOP Edition","No","4.4","
02-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO (x2) ","Yes","DX 12.0","No",7682,"AMD",480,384,1250,"GDDR5","Radeon HD 7950 Crossfire","No","4.4","
01-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Club3D royalKing Edition","No","4.4","
01-Nov-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO2 (x2) ","Yes","DX 12.0","No",7682,"AMD",480,384,1250,"GDDR5","Radeon HD 7950 Boost Edition Crossfire","No","4.4","
01-Aug-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO (x3) ","Yes","DX 12.0","No",7683,"AMD",720,384,1250,"GDDR5","Radeon HD 7950 3-way Crossfire","No","4.4","
01-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO2 ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Boost Edition","No","4.4","
22-Jul-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950 Asus DirectCU II TOP 3GB Edition","No","4.4","
31-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti LE ","Yes","DX 12.0","No",512,"AMD",192,256,1500,"GDDR5","Radeon HD 7870 XT Sapphire Edition","No","4.4","
01-Oct-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti LE ","Yes","DX 12.0","No",512,"AMD",192,256,1500,"GDDR5","Radeon HD 7870 XT PowerColor Myst. Edition","No","4.4","
22-Nov-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti PRO ","Yes","DX 12.0","No",768,"AMD",240,384,1250,"GDDR5","Radeon HD 7950","No","4.4","
31-Jan-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti LE (x2) ","Yes","DX 12.0","No",5122,"AMD",384,256,1500,"GDDR5","Radeon HD 7870 XT Crossfire","No","4.4","
01-Nov-2012 ","4096x2160","Yes","5"
"GCN 1.0 Tahiti LE ","Yes","DX 12.0","No",512,"AMD",192,256,1500,"GDDR5","Radeon HD 7870 XT","No","4.4","
01-Nov-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 7870 XFX Core Edition","No","4.4","
01-Mar-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT (x2) ","Yes","DX 12.0","No",5122,"AMD",320,256,1250,"GDDR5","Radeon HD 7870 Sapphire GHz OC Edition CrossFire","No","4.4","
25-Jun-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 7870 Twin Frozr III OC 2GB Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",156.8,256,1225,"GDDR5","Radeon HD 7870 PowerColor PCS+ 2GB Edition","No","4.4","
05-Mar-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 7870 Sapphire GHz 2GB Edition","No","4.4","
05-Mar-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 7870 Sapphire GHz OC Edition","No","4.4","
25-Jun-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 7870 PCS+ Vortex II Edition","No","4.4","
01-Sep-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 7870 PowerColor Devil Edition","No","4.4","
01-May-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 7870 MSI OC Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon HD 7870 HIS IceQ X Turbo Edition","No","4.4","
01-Apr-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 7870 PowerColor OC Edition","No","4.4","
01-Jun-2012 ","4096x2160","Yes","5"
"GCN 1.0 Pitcairn XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 7870 MSI Hawk Edition","No","4.4","
01-Feb-2012 ","4096x2160","Yes","5"
